name,boxoffice,Unit,Director,genre,date,actor
横冲直撞好莱坞,32200,万,蒂姆·肯德尔,"喜剧,动作,冒险",2015-06-26大陆上映,"瑞恩·鲍尔,Robert Stadd,凯特·戴琳斯,冷一,罗林·麦考利,Merry Chen,Sandra Lee Gimpel,弗兰克·爵克,艾比·沃克,Anne Clements,山姆·切斯,高杰,Abby Pivaronas,里奇·帕克,凯伦·戴尔,Cyndi Brenner,凯莉·科瓦奇,托马斯·福勒,安东尼·马托斯,布里奇特·莱利,John Nolan,克里斯·马尔斯,罗伯特·帕特里克,肖恩·P. 张,James LaRocca,伊利亚娜·菲舍尔,娜塔莉佳·乌格丽娜,大卫·A·加西亚,焦华静,赵薇,德克·埃利斯,布雷·埃莉斯,Chick Bernhardt,尼克拉斯·霍曼,西蒙·赫尔伯格,伊娃·拉·戴尔,迈克尔·安东尼·佩雷兹,麦克·冈瑟,黎一墨,斯蒂芬·托布罗斯基,托马斯·杜邦,艾丽西娅·维拉-贝利,克里斯特尔·桑托斯,姜成镐,Ken C. Wu,田甜,Christopher Oroza,帕维什·齐纳,娜达莎·琪,Joel Jeffrey Nishimine,乔纳·马科维茨,布莱斯·贝克汉姆,劳伦·帕切科,奥马尔·J·多尔西,Dan Levitan,帕特里克·维尔,大卫·威尔金斯,瑞斯·考罗,大卫·阿拉诺维奇,丽贝卡·奥莱伊尼恰克,乔纳森·贝莱,Sara Tomko,卡梅伦·布林克曼,范姜弘青,Josh Drennen,罗楚林,Lei Cao,阿尔弗雷多·博泰洛,米西·派勒,梅赛德斯,Mike Rylander,Joe A. Riley,佟大为,保罗·埃德尼,大卫·菲卡斯,Jennifer Kathreen Courtemanche,塔拉·麦肯,泰瑞斯·吉布森,纳塔利娅·拜尔,John Pierson,布莱恩·史密斯,Troy Craig Poon,林诣彬,瑞克·福克斯,Thomas J. Nordberg,菲利普·E·沃克,菲利普·W·钟,黄晓明,阿尔伯托·D&#x27;丰塞卡,Sli Lewis,克里斯汀·皮茨,艾伦 A. 安彭,丹妮丝·哈德森,梅格·艾弗李斯特"
杀破狼2,56000,万,郑保瑞,"剧情,动作,犯罪",2015-06-18大陆上映,"张驰,杜冠文,李曼芬,苏林高,彭怀安,鲁伟,蔡瀚亿,Kiki Yeung,周焯华,任达华,伍玉琪,陈光荣,周健许,姜皓文,李忠志,大卫·李察森,杜飞龙,昱霖,卢惠光,罗永昌,美成,马光荣,吴京,古天乐,恭硕良,梁汉源,托尼·贾,吴镇宇,黄柏高,张顶,苏伟南,刘胜雄,珞琦,詹植芝,王艳洁,陈翀,阿步,叶伟信,寇占文,林嘉华,陈智伟,陈曦,袁嘉敏,陈一奇,Alex Tong,温皓,周祉君,张晋,刘青,苏柏丽,艾威,余家安,刘歌,黄英,帕提玛潘·娜帕,钟玉仪,安达·坤缇拉,谢忠道,宋晓军,梁礼彦,于冬,雷小明,胡子维,李希卫,廖才智,林零源,陈鲁鹏"
命中注定,6793,万,张皓,"喜剧,爱情",2015-07-24大陆上映,"方芳,谢东燊,张述,曹佳,胡晓峰,汤唯,邸琨,杨庭恺,朱辉龙,蔡公明,邓讴歌,刘淼淼,王中军,李志佩,电电,黛安·德雷克,廖凡,刘韬,冯小刚,田爽,张大军,朱瑞琳,苏岩,王中磊,赵硕"
我是路人甲,6492,万,尔冬升,"剧情,喜剧",2015-07-02大陆上映,"吴彦祖,尔冬升,杨玉剑,王昭,田淼,沈凯,姜涛,杨章林,王志安,王殿超,覃培军,李瑞亮,方平,孔令平,张倍瑜,杨立山,许振宾,朱荣荣,董振振,王婉中,王尧,林晨,陆文华,魏星,陈永雄,方中信,罗晓文,孙合彬,顾冠忠,魏晓东,耿力树,金培达,冯德伦,张文斌,赵书勋,许宏宇,万国鹏,蒿怡霏,韩东升,林更新,蒋梦婕,李锦文,郭威,杨宪鹏,陆剑明,陈伟年,罗伟聪,麦兆辉,张喜来,张静初,吴镇,许鞍华,王婷,葛路生,蒿怡帆,袁咏仪,林俭,寇骏,刘伟强,周笑琴,施小菊,黄斌,于冬,郑志坚,庄文强,徐小琴"
赛尔号大电影5：雷神崛起,5662,万,王章俊,"动画,剧情,冒险",2015-07-23大陆上映,"吴磊,邓磊,刘北辰,罗玉婷,李晔,孙晔,田甜,蒋可,翟巍,王章俊,王晓彤"
小羊肖恩,5379,万,"马克·伯顿,理查德·斯塔扎克","喜剧,动画,冒险",2015-07-17大陆上映,"妮娅·梅迪·詹姆斯,杰克·保尔森,Sean Clarke,Alicia Gold,大卫·斯普罗克斯顿,Matt Perry,安迪·尼曼,亨利·伯顿,Carla Shelley,理查德·韦伯,Sim Evan-Jones,凯特·哈伯,Olivier Courson,马克·伯顿,Georgina Reynolds,贾斯汀·弗莱彻,约翰·斯帕克斯,Leigh Manning,Howard Jones,Kerry Lock,Gavin Lines,艾玛·泰特,彼得·洛伊德,Richard Bowen,Paul Kewley,伊安·埃斯科里,欧米德·吉亚李利,尼克·帕克,西恩·康诺利,Julie Lockhart,理查德·斯塔扎克,Dave Alex Riddett,蒂姆·汉兹,西蒙·格林诺,Ron Halpern,迪曼特·维瓦斯,Ben Barrowman,苏菲·劳顿,Charles Copping,斯坦利·昂温"
猪猪侠之终极决战,4549,万,"陆锦明,陆锦辉","喜剧,动画,冒险",2015-07-10大陆上映,"陆锦辉,祖晴,徐经纬,孙博,陈轶,古志斌,陆双,王萍,王晓莉,陈志荣"
张震讲故事之鬼迷心窍,2093,万,徐正超,"悬疑,惊悚",2015-07-03大陆上映,"韩淇名,李冰冰,林宁,范植伟,朱晓辉,李雪,许多,杨卓鑫,朱利贇,李炫铭,张俪,孔维,李心艾,张明,岳峪,刘子威,徐正超,刘存慧,张翰,任泉,陈砺志,于波,刘昊,岳洋,张皓然,朱琳,李紫云,叶丹晴,刘羽卓"
通灵之六世古宅,1655,万,彭发,"恐怖,惊悚",2015-07-24大陆上映,"徐娇,张兆辉,张泽斌,王建章,陆思宇,宋轶,李永勤,陈鹏振,田子田,黄浩华,毕秀茹,彭发"
末日崩塌,62900,万,布拉德·佩顿,"动作,冒险,灾难",2015-06-02大陆上映,"Katie Grace,Nick Satriano,Michael Asberry,道恩·强森,约翰尼·拉,Victoria Vann Kuja,Katy Tiemann,莫莉·沙肯,Chris Charteris,约翰·雷诺兹,Sean Boncato,金娜琼,Ian Coleman,Tim Halpin,Vermyttya Brown,Fiona Press,杰里米·帕斯莫尔,格雷格·施特劳斯,亚历克·乌特戈夫,Peter Holt,Christopher J. Woods,Cynthia Naylor Smyth,丹尼斯·科尔德,本杰明·布兰肯希普,布罗迪·汉森,阿拉贝拉·莫顿,Tom Hart,赖志群,汤姆·霍珀,Matt Kutcher,Jerremy Stewart,科林·施特劳斯,Michael T Stewart,Carol Larsen,Cindy Zelaya,Stephanie Johnston,Ken Venzke,Steve Yedlin,Jason Halley,西蒙娜·凯塞尔,Cooper Chow,Neil O&#x27;Neill,Steve Faber,杰森·伊曼,Mikkel Simons,查德·海斯,Dylan Gullery,贝尼托·M·塞利姆,罗宾·阿特金·唐斯,玛哈·蒙托亚,Nikita Weston,Angel Babao,Jeanne Bautista,特里萨·纳瓦罗,Jonathan Grebe,Kai Pantano,杰米斯·巴特勒,John West Jr.,Carmel Savage,卡尔顿·库斯,亚当·里泽,Avril Maas,Breanne Everett,托马斯·斯图尔特,Shawn Yee,安得烈·卡波宁,Barry Southgate,科尔顿·海恩斯,Yvonne Zarathustra,艾恩·格拉法德,Mike Stowe,Vanessa DiVittorio,Zaydah-lee,渡边谦,Sophia Emberson-Bain,Calum Grant,David Ojakian,Sandra Dee,Robert Cure,Anna Corey,Scott McCutcheon,Charlie Revai,Andrew Cripps,Emily Marie Grant,Stephen Hall,Steve Love,Wendy Peard,Barry Chusid,Matthew Putland,Maria Arnott,Tressa Ohler,肯特·李,Gabriel Koura,Tom Nursey,凯利·海斯,Harris Michaels,安德烈·法布里齐奥,Isabella Rositano,Darlene Nesson,Aaliyah Hampton,Lachlan Halliwell,Emily Taylor,Jemmah Peacock,Faten Elias,Ari Atken,Andrew Zuckerman,本·麦基弗,Cabran E. Chamberlain,Shane Schoeppner,阿特·帕金森,Michael Yamaguchi,马克·拉维尔,Patrick D Bridges,马特·赫尔利,史蒂芬·常,Rick Mozolic,Laurence Coy,Jenaya McMurray,Adam Green,Andrea Walker,Declan McMurray,Julie Brandt-Richards,Allan Magled,Rubi Garcia,Lisa Finnie,Brooke Melling,Larry Kitagawa,Shauna Richardson,Paul Wachter,Eddie Thorne,肖恩·爱德华·弗雷泽,David L. Schormann,埃德·莫伊,Marieke Spence,Joseph Payne,娜塔莉·斯蒂芬妮·阿吉拉尔,Bobby Ysip,Mika Gorospe,瓦内萨·罗斯,Steven Jon Nichols,Leilani Amour Arenzana,Michael E. Goldman,Malachi Maynard,杰基·达拉斯,Joseph Oliveira,Hiram Garcia,阿兰·里布,Hayley Gagner,Derek Stefan,Matt Barnick,魏苒,Nyawuda Chuol,Jason Tan,李威尹,马特·杰拉德,Michael Jordan,Douglas Gawoski,保罗·詹宁斯,Wendy Jacobson,Kyle Dever,Moises Amaya,Kaylea Caulfield,Brad McMurray,卡拉·古奇诺,鲍勃·达克萨,Fonzie Gomez,Nikki Green,Katherine Rodtsbrooks,Tish Samuel,Daniel Goodwin,贾登·亚历山大,Demond Stone,Tim K Williams,摩根·格莉芬,Frank Wang,Eduardo Ambriz DeColosio,Gretel Sharp,Ahku,布莱恩·卡斯特利亚诺斯,托马斯·达尔比,艾伦·波普尔顿,Shannon Rebekah,Claire Lovering,Renee Somerfield,乔伊·维埃拉,Jesse Muick,安德鲁·罗金顿,Aimee Robertson,艾蒂安·维克,比尤·弗林,托德·威廉姆斯,布莱恩·雷利亚,亚历珊德拉·达达里奥,玛丽莎·奈琳,Steve D&#x27;Assis,詹姆斯·D·韦斯顿二世,艾伦·D·柏温,Steve Maggs,凯莉·米洛,Bruce Woloshyn,蒂娜·吉尔顿,Julian Shaw,Hugh Francis,Victoria Vann,Teirrah McNair,Anna Li,Rachael Morgan-McMurray,Andy Randhawa,温迪·查克,Dyendis Davis-Jones,Herb Armstrong,Am Fong,Alicia Hope Alexander,Jacinta Leong,Asabi Goodman,Martyn &#x27;Moose&#x27; Culpitt,Afsheen Olyaie,Rachel Caproni,Caitlin Duff,Dominique Maber,Kenyon McMichael,约翰·洛巴托,Christian Guiton,林童,Aerin Ross,达韦恩·乔丹,Cynthia Acosta,史蒂文·韦格,菲利普·E·沃克,Oliver Pfeiffer,雅奇·潘嘉比,Saskia Williscroft,朱莉·卡明斯,Brook Edward Penca,雨果·约翰斯通-伯特,Jeff Bagley,Hayley Sullivan,Bruce Berman,Janell Islas,Sofie Formica,James Rand,Tom O&#x27;Reilly,Robert Rogers,Petar Zabic,Selena Caltabiano,Samuel Deen,Ryan Bean,保罗·吉亚玛提,里克·理查森,特里普·文森,Jesse Darke,Jill Drexel,Emma Webster,David Hallinan,Nerida Groth,Rob Cowan,Mike Whitaker,Nick Allen-Ducat,Guy Campbell,Simon Warnock,George Ison,Linda Millar"
哆啦A梦：伴我同行,53000,万,"山崎贵,八木龙一,托尼·奥立佛","剧情,喜剧,动画",2015-05-28大陆上映,"Cassandra Morris,刘纯燕,托尼·奥立佛,妻夫木聪,Takeyuki Suzuki,Kiyoko Shibuya,山崎贵,伊藤嘉明,初钰斐,野路美苗,Brian Beacock,Shunsuke Ohkura,Makoto Hanafusa,Kaiji Tang,木村昴,周冬雨,关智一,八木龙一,嘉数由美,水田山葵,藤子·F·不二雄,莫娜·马歇尔,林保全,约翰尼·扬·博施,韩庚,伍凤春,大原惠美,佐藤直纪,Maiko Okada,三石琴乃,阿部秀司,Michihiko Umezawa,守屋圭一郎"
分歧者2：绝地反击,11000,万,罗伯特·斯文克,"惊悚,冒险,科幻",2015-06-19大陆上映,"Nick Satriano,Angela Simmons-Morgan,Harold Carter,Nicolas Hernandez,亚历桑德罗·福尔基托,Sarah Murphy,约瑟夫·特雷帕尼斯,Christopher Eisenbeis,Gary Miller,Stuart Levy,G.A. Aguilar,里奇·格拉夫,奥克塔维亚·斯宾瑟,Christina Fong,Patrick Constantine Bertagnolli ,杰·科特尼,Denzell Armon,Sue Thies,谢琳·伍德蕾,摩根·克赖尔,罗莎·萨拉查,Alexandra Erickson,Terrence V. Walker,Isabella Antinori,布莱恩·冈萨雷斯,阿齐瓦·高斯曼,Aaron Brewstar,珍妮·麦克蒂尔,Lynne Jordan,Logan O&#x27;Neill,Cole Shannon,罗杰·A·哈里森,威廉·威利特,Medo Sanad,Samuel Oden,杰米·哈雷,盖德·赖特,托尼·戈德温,格雷戈里·费尔斯,Robert Dane Goodwin,Charlie Garcia,Jason Lee Erickson,Lawrence Kao,Andrew James Bleidner,Skyler Shutts,简·帕克,林赛·拉罗斯,Jason J. Scott,Michael H. Ward,Michael Entrekin,Daniel McGraw,Garret Ethan Whittington,Lucella Costa,凯特·温丝莱特,Graham Hunt,Pouya Shabazian,Skyla Greenlees,Chris LeDoux,凯南·朗斯代尔,Mike Tsucalas,Marcus Lewis,Kimberly Battista,艾什莉·贾德,DuRa Brown,Justin Miles,Megan Prater Robinson,艾玛·罗伯茨艾丽,查理·博丁,Aron Price,肯德里克·克罗斯,苏琪·沃特豪斯,Konrad Howard,James Gill,Isadore Lieberman,Stephen Smitley,Taurus Davis,马尔科姆·F·约翰逊,John Deifer,苏珊·凯格尔,Dale Liner,Chandler Dollahite,大卫·兰德里,杰西家族·金德里德,Paul Cottman,马尔科·富勒,Ryan Paddock,娜奥米·沃茨,Derik Pritchard,小戈登·迪拉德,谢尔比·汤森,辛西娅巴雷特,南茜·桑德林,Preston Baker,Nicholas Martin,维罗尼卡·罗斯,Barry H. Waldman,贾斯婷·瓦希伯格,A.J.塞克斯顿,加勒特·H.迪马,John Kap,Taylor Walston,梅利莎·钱德勒,道格拉斯·威克,Alexis Kadey,伊恩·卡塞尔伯里,金大贤,Steven A.D. Taylor,李美琪,Lucky Harmon,Dezirae Teal,Dc·马丁,Luke Loveless,Karlena Haase,布拉德利-鲍文,Kate Rachesky,Kayleigh Stover,Mia Harvey,John Van Horn III,Kate Kilcoyne,Diego Ward,Devon Lane Treson,简·希淇,乔尼·维斯顿,纳尔逊·波尼拉,Jeff Strickland,Juanita J.P. Taylor,Keith Ham,贾斯蒂斯·利克,安塞尔·艾尔高特,Greg Holliday,凯茜·沃尔顿·普利,Igor Bondaruk,Alec Hammond,埃里克·马尔多纳多,Dom Kegel,弗莱德·加勒,斯蒂芬妮·琼斯,托德·雷博曼,Jermaine Salute Green,尼尔·博格,布莱恩·达菲尔德,Heather Wusterbarth,Andy Spellman,Roy Larsen,Aaron Kirschnick,Jay Pelissier,克里斯塔·吉布森,Nonoma Stonecoat,Christabelle Rose,Jaclyn Vames,佐伊·克拉维兹,杰西卡·尤斯莫尔,蒂芙尼·尼尔,布拉德·韦弗,James Madigan,Jack Champion,Niki Redmond,Hayden Gael Barnes,Sara Taylor-Torres,布里格姆·麦克尼,罗杰·尼尔,Callie Brook McClincy,亨特·巴克,Kahallyn Summer Cain,赞恩·皮特曼,蔡斯·贝克,Britney Lucas,John Wildermuth Jr.,大卫·郝伯曼,Sherah Brickell,埃里克·沃福德,马特·琼斯,Max Ortiz Jr.,Mallorie Lindsey,迈尔斯·特勒,布列塔尼·曼,达科塔·詹姆斯·奥尔登·兰,Patrick Priest,Gissette Valentin,Deaven Brooks,Christopher Shepard,Sara Jane Ragnarök,Joseph Cox,Robert S. Hoffman,路易斯·明根巴赫,Aja Wooldridge,Sailor Larocque,Rory Healy,Lyon Beckwith,Isaiah John,Hannah Kelp,Rebecca Ray,Megyn Shott,Keith Jackson,Florian Ballhaus,Kevin Roy,梅奇·费法,Marian Sing,罗布·福勒,恩杰伊·安东尼,本兰博,戴尔·里奇,菲尔·卡帕多拉,林童,Jane Doole,Keives McGaugh,Pokey Spears,沃尔特·哈德里克斯,Tina Anderson,南希·理查德森,皮特·布里斯,Sanya Kongdara,Christopher Blackmore,梅甘·洁特·马丁,提奥·詹姆斯,杰里米·卡尔,Andrea Alcorn,阿方索·A·杰克逊,Arian Waring Ash,Michael Saunders,Jessica Paidge,曼努埃尔·罗德里格斯,Leonardo Santaiti,Janell Islas,马克·鲍姆贝克,Jordan Verroi,露西·费希尔,Patricia M. Dunn,柯里·西姆斯,Stephanie Schulman,本·劳埃德-休斯,Richard Pis,Alan Hook,雷·史蒂文森,Paul Butterworth,Bryleigh Saunders,Hunter Denoyelles,Willie Bush,Steve Warren,La&#x27;Chyra Candace Mitchell,Kailey Knight,奥斯汀·布林"
复仇者联盟2：奥创纪元,146400,万,乔斯·韦登,"动作,冒险,科幻",2015-05-12大陆上映,"凯瑞·康顿,斯坦·李,Christian Otty,弗雷迪·安德鲁斯,Mohamed Mozii Ibrahim,Kai Kyriacou,Zakk Pierce,Marco Miscione,亚历山德拉·拜恩,Diego Loreggian,巴里·艾尔德,Lisa Lassek,Filippo Fassetta,Alan Torres,Matthew Robinson,Tatiana Zarubova,布莱恩·泰勒,Irina Klimovich,Ibrahim Fagge,Georg Kaltenbrunner,小罗伯特·唐尼,张磊,Mark Cockren,海莉·阿特维尔,Kornelia Horvath,Stewart Hamilton,杰西卡·卡林顿,Ian Kay,Jimmy Pethrus,Sunny Yeo,Alexander Gillison,Ed Ripley,Keith Sellers,Aurora Fearnley,Arthur Shepherd,Rocco Passionino,Tim Powell,汉娜·弗林,路易斯·德·埃斯波西托,Patricia Whitcher,艾萨克·安德鲁斯,Robert J. Fraser,杰米·哈雷,蒙蒂·迈凯轮 - 克拉克,寇碧·史莫德斯,马克·艾伦,丹尼尔·韦斯特伍德,Nick Laurence,Terence Madden,B.J. Britt,Minhee Yeo,迪索·拉莫斯,Markus Degen,安东尼·麦凯,乔什·布洛林,亨利·古德曼,Geoffrey E. Baumann,雷妮·莫尼梅克,本·戴维斯,杰米·伦杰尔,Gretel Elianova,Michael Matovski,Thom Dobbin,丹尼·艾夫曼,金秀贤,Alessandro Cioffi,Mike Stallion,加里·亚当,Jim Van Allen,朱莉娅·卡瑞内克,Daniel S. Kaminsky,丹尼斯·科洛斯克,马克·鲁法洛,Mark Swain,Harriet Manamela,琳达·卡德里尼,Gilles Cannatella,Wesley Pereira,安迪·瑟金斯,Constanza Ruff,劳拉·伯纳德斯基,Dan Seddon,克里斯托弗·汤森,Chad Wiebe,Vuyo Dabula,Kabelo Thai,Guna Gultniece,Verity Hewlitt,Ryan Newberry,Paul Taylor,Chris Luca,Musca Kumalo,Mina Kweon,本·伍姆韦尔,Florian Gellinger,托马斯·克莱舒曼,Michael T. Balog,卢卡斯·迪斯帕罗,亚伦·希梅尔斯坦,Phoebe Vale Markham,Judit Novotnik,凯文·费奇,费伊·塞维尔,Thomas Brown,Namju Go,Michael Chapman,John Mahaffie,戴维·奥拉瓦莱·阿印德,Tino Chinyoka,Francesco Lorenzano,Emeson Nwolie,Trent Claus,Olcun Tan,Gareth Kieran Jones,蒂利亚纳·布克丽瓦,Nick W. Nicholson,丹特·布里根斯,斯特兰·斯卡斯加德,Leigh Holland,朱利安·布里奇,Antony Acheampong,阿兰·芬恩,Ben Snow,布莱恩·舍费尔,迈克尔·马尔霍兰,Jeremy Latcham,克里斯·汤森德,Tiziana Kinkela,保罗·科博尔德,哈桑·艾哈迈德,R.P.爱德华兹,Chan Woo Lim,Terry Madden,Fran Bennett,Georgie-May Tearle,赫尔沃耶·克勒兹,维多利亚·阿隆索,Charles Wood,Katherine Rodtsbrooks,苏菲·古丁,唐·钱德尔,安东尼·亨利,Sigmund Oakeshott,Mathapelo September,乔恩·费儒,乔斯·韦登,杰瑞米·雷纳,玛瑞沃拉·嘉沃斯卡,Earl Kim,Arthur Lee,Ingvild Deila,伊德瑞斯·艾尔巴,Chioma Anyanwu,Glen Carroll,卢·弗里基诺,Richard Oxford,杰克·科比,詹姆斯·斯派德,伊丽莎白·奥尔森,Chris Beasley,Joti Nagra,Matthew Broderick,Jeffrey Ford,伊万·雅格布斯,塞缪尔·杰克逊,Fagge Ibrahim,Jordan Crockett,Ray McMaster,萨利姆·汉娜,Angela Phillips,曼德拉·加杜卡,Alma Noce,Phil Simms,盖伊·波特,Alex Gavigan,Domenico Sica,Megyn Shott,Bartosz Wandrykow,阿提拉·G·凯雷克斯,Nigel Denton-Howes,克里斯·海姆斯沃斯,保罗·贝坦尼,Alexandra Doyle,Shane Bunce,宾利·卡鲁,约瑟夫M·阿尔伯特,Lele Ledwaba,Eric Morcos,Florent Andorra,Tony Christian,肯恩·麦高,Bari Suzuki,Jamie Christopher,Nondumiso Tembe,李芝胜,Jason Her,王丽雅,Simon Downes,亚伦·泰勒-约翰逊,朱莉·德尔佩,安东尼·J·桑科,李仙湖,迈克尔·狄龙,Pavlina Andreevska,Mitchell Bell,多米尼克·普罗沃斯特-切克利,Charlotte Snowball,Beulah Hashe,Matthew Sharp,Ancyforth January Hunnington,Ray Chan,Rowdy Brown,Luca Lachin,克里斯·埃文斯,Paul Butterworth,Robert Madden,艾伦 A. 安彭,Edina Loskay,Riccardo Richetta,保罗·阿克里,Micah Ainsley Brown,斯嘉丽·约翰逊"
少年班,5069,万,肖洋,"剧情,喜剧",2015-06-19大陆上映,"都金翰,王森,陶昆,林宁,易小星,张家鲁,张为傈,赵立新,刘显达,柳希龙,孙红雷,董子健,陈国富,肖洋,周铁,水谷广实,周冬雨,杨丹,王紫璇,韩寒,李佳奇,王栎鑫,窦微,苏小明,程孝泽,张冀,王艳洁"
我的个神啊,11800,万,拉吉库马尔·希拉尼,"喜剧,爱情,奇幻",2015-05-22大陆上映,"迪伦德拉·德维韦迪,Shantanu Moitra,Rajnish Hedao,Snigdha Basu,沙鲁巴·舒克拉,拉吉库马尔·希拉尼,Dhiru Dwivedi,Menaka Nagarajan,Kirti Nandakumar,Junaid Khan,帕里卡沙特.萨赫尼,Anil Davda,布里杰德拉·卡拉,赛·甘德沃尔,拉姆·P·塞蒂,Aamir Hussain Khan,Collin D&#x27;Cunha,Manoshi Nath,兰比尔·卡普尔,Abhay Datt Sharma,安努舒卡·莎玛,Shaunak Kapur,Anil Mange,阿马尔迪普·杰哈,维德胡·维诺德·乔普拉,Sanjiv Kishinchandani,帕拉维·巴特拉,Rajiv Gupta,Lakshmipriya Devi,Harish Iyer,Ajay Atul,鲁克萨尔,桑杰·达特,Prashant Thakur,Viral Thakkar,Karan Narvekar,苏尚特·辛格·拉吉普特,Arudra Jaykar,阿西奇·乔希,瑞玛·德纳斯,Aamir,Maanvi Gagroo,Sumit Basu,沙尔曼·乔希,博曼·伊拉尼,C.K. Muraleedharan,Rushi Sharma"
明日世界,11800,万,布拉德·伯德,"冒险,科幻,家庭",2015-05-26大陆上映,"Emilio Martínez-Borso,Misha Bukowski,杰森·贝尔,Marvin Williams,迈克·吉亚奇诺,普里亚·拉贾拉特南,麦迪逊·西姆斯,Martina Javorova,马库斯·罗斯纳,David Klohn,Bobbie Kosstrin,雨果·皮埃尔·马丁,Raiden Integra,Jaeda Lily Miller,莫妮卡·甘德顿,Matthew Hoglie,保罗·麦克吉莱恩,凯莉·科尔伯恩,达蒙·林德洛夫,彼得·德外里哈欧斯,William Pruss,Wendy Bell,皮尔斯·加格农,Mathieu Lardier,娜塔莎·戴维森,杰夫·詹森,Alexis Chelli,保罗·安东尼,Luis Castilleja,托马斯·约翰逊,艾米·博文,Steve Christensen,Luke Freeborn,弗雷泽·科比特,劳拉·麦基洛普,Jackson Tessmer,朱莉·约翰逊,克劳迪奥·米兰达,休·劳瑞,克里斯·鲍尔,布拉德·伯德,Tomorrowland,Grae Marino,莱斯利·丹尼尔森,Ara Khanikian,帕特里克·萨邦圭,Craig Hammack,Kate Crutchlow,Robin T. Rose,Debbi Bossi,Paula Antil,Jeffrey Chernov,迈克尔·罗,马特·哈格蒂,唐·麦考利,加里·切克,Alex Barima,达甘·尼什,拉菲·卡西迪,Melinda McDonner,Yusuf A. Ahmed,艾米·伊斯特尔,戈登·格伦,Jeremy Stanbridge,大卫·尼克,Ben Lanning,希洛·尼尔森,仙莎·拉德蕾,梅利莎·钱德勒,卢克·丹尼尔森,约书亚·拉各斯,里克·皮尔斯,马修·麦考尔,Chrystall Friedemann,布拉德利-鲍文,Jeff Lynch,托马斯·罗宾逊,Zackery Roundy,Xavier Fourmond,Kelvin Humenny,Philip Nee Nee,斯科特·梅纳,Charissa Forth,达伦·萨赫拉维,斯考特·坎伯利斯,杰迪代亚·古达克,布鲁克·斯珀林,约翰·诺尔,Kenneth Kantymir,凯特·米肖,布里格姆·泰勒,Georgie-May Tearle,兰吉特·萨姆拉,马诺·苏德,杰弗里·库兰,慕尔德·希沃特,科甘-迈克尔·凯,Benjamin Cairns,克里斯,Kimberly Arklie,尼古拉斯·巴雷拉,Geoff Wallace,Craig Wood,温迪·克拉森,迈克尔·雷·戴维斯,汤姆·巴特勒,Eddie Perez,Ferrandiz Montero Alex,阿莉娅·奥伯里恩,马修·凯文·安德森,安东尼·J·詹姆斯,洛奇林·莫罗,罗伯特·阿隆佐,安斯利·戈登,沃尔特·默奇,Michelle Vincent,道格拉斯·洛佩兹,朱迪·格雷尔,琳赛·伊丽莎白,皮尔斯·维瑟,Todd Cherniawsky,Rebecca Georgelin,范哲琛,Ramsey Avery,Bruce Salomon,Felix Kjellberg,Rhonda Taylor,Didac Bono,布丽特·罗伯森,Eddie Pasquarello,Jairo Murray,蒂姆·麦格罗,Parm Soor,Bernard Bellew,Paul Kalkman,亚伦·马尔茨曼,杰夫·奎卡,Brian Sepanzyk,Ellen Marguerite Cullivan,Peter Bodnarus,乔治·克鲁尼,Radin Farvargan,克林特·卡尔顿,凯瑟琳·哈恩,达里恩·普罗沃斯特"
我的男友和狗,2420,万,陈慧翎,爱情,2015-06-19大陆上映,"长野丽奈,何润东,王钧铭,梁赫群,黄姵嘉,Patty Pei-Yu Lee,胡定一,叶​乃​菁​,郑有杰,薛仕凌,张钧甯,赖佩霞,池端玲名,原田舞叶,马思纯,日比野玲,王均铭,李岗,丁春诚,里拉,吴朋奉,谢琼煖"
潜艇总动员之时光宝盒,4636,万,何子力,"喜剧,动画,冒险",2015-05-29大陆上映,"谭轶心,李梁莹,秦延忠,谭满堂,周南飞,胡冠宇,陈冠霖,游军,翟巍,吴文辉,余丽佳,范楚绒,胡谦,李心仪,李少锋,谢元真,陈征,洪海天,刘骏,申宇,李晔,陈永刚,王燕华,严丽祯,肖勇"
三只小猪与神灯,2382,万,刘炜,"动画,喜剧,冒险",2015-06-27大陆上映,"Michael Malerba,刘炜,Charlie Magdaleno,Hugh Lehane,胡谦,李晔,Madison Brunoehler,王远超,王骏,张青,王燕华,洪海天,王晓彤,符冲"
惊魂电影院,870,万,王鸣,"恐怖,惊悚",2015-06-19大陆上映,"蒋中炜,梅文泽,于青斌,陈阳,姚一奇,褚卫,邹超军,罗布次仁,慈诚桑布,张萌,马小刚,赵圆圆,于清斌,朱鑫炜,韩雪莲,贡布顿珠,赵一毛,董慧,卫仔,王英武,王鸣,吕玉安,洪涂,左梦圆,张灵儿,钟义娟,王晔,陈一荣,吴兴远,二东,林晓凡,裘恩典"
