name,boxoffice,Unit,Director,genre,date,actor
追龙,57700,万,"王晶,关智耀","动作,犯罪",2017-09-30大陆上映,"麦克·里德,黄日华,叶朗钲,王俊棠,吴毅将,郑恕峰,乔治,韩昕怡,刘德华,王雅琳,奚仲文,姜皓文,王晶,李嘉荣,曾江,昱霖,陈惠敏,夏晴,黄竣锋,聂安达,叶铭浩,胡然,徐冬冬,周丽淇,朱芸编,吕冠南,郑则仕,张英华,周俊伟,甄子丹,逄艺溪,元彬,喻亢,尹子维,伍允龙,秦煌,余家安,关智耀,刘浩龙,汤镇业,狼森,范春生,张翼就,于冬,严华,王凯,李日昇"
英伦对决,53900,万,马丁·坎贝尔,"剧情,动作,犯罪",2017-09-30大陆上映,"Mark Windham,Paul Terry,Emma Jerrold,Roberto Gómez,史蒂芬·莱泽,大卫·马可尼,亚历山大·库珀,陈忠明,欧拉·布莱蒂,皮帕·贝内特-华纳,James O&#x27;Donnell,崔悦,韩冠华,Tim Baros,蔡辉彪,肖迪,Ryan Early,Paul A Munday,梁佩诗,Branwell Donaghey,鲁弗斯·琼斯,丁亮,蒂利亚纳·布克丽瓦,格伦·史坦威,马克·坦迪,Dolly Ballea,斯图尔特·格雷厄姆,克里夫·马丁内斯,Shina Shihoko Nagai,迈克尔·麦克埃尔哈顿,Glenn Webster,Charlotte Worwood,Gerald Tomkinson,德尔莫特·克劳利,孙嵘,伊兰·古德曼,Kornelia Horvath,Tomasz Dabrowski,Mike Ray,斯蒂芬·霍根,夏莉·墨菲,罗伯塔·泰勒,Garry Marriott,徐音妙甜,梅丽莎·加洛韦,Nicolas Savidis-Macris,西蒙·坤茨,Edward Scott-Clarke,帕梅拉·库珀贝特西,肖恩·坎皮恩,查理·比尤利,赵楠,电电,豪尔赫·莱昂·马丁内斯,武尧,李·尼古拉斯·哈里斯,Kevin Hudson,Bron James,皮特·米兹,考兰·伯恩,西蒙·勒纳根,Shaun Lucas,郑剑锋,Matt Rentell,Chris Groundsell,雷·费隆,迪诺·法赞尼,拉斯科·阿特金斯,张国立,彼得·布奇曼,刘宏斌,Dan Twine,皮尔斯·布鲁斯南,罗里·弗莱克-拜恩,刘涛,李晔,王中磊,Shihoko Nagai,成龙"
缝纫机乐队,45900,万,Dapeng,"剧情,喜剧,音乐",2017-09-29大陆上映,"古力娜扎,彭飞,斯琴格日乐,张一鸣,曲隽希,宋小宝,辛巴,叶世荣,刘小光,解瑞川,韩童生,董旭,岳云鹏,刘春霞,曹桐睿,马大明,文松,苏彪,衣云鹤,刘义军,王军,大鹏,黄贯中,王澜,李延亮,赵英俊,陈祉希,林志玲,于洋,雷刚,Gareth Repton,刘肃,谢天笑,曹然然,萧玮,欧洋,周冬雨,宋茜,张海燕,彭磊,范伟,贾君刚,梁超,李鸿其,乔杉,赵梦珂,宋晓峰,鄂博,袁姗姗,肖楠,伍刚,龙隆,郑剑锋,姚澜,于谦,王劲松,董立范,姚星星,赵明义,高虎,代乐乐,赵露思"
天才枪手,27100,万,纳塔吾·彭皮里亚,"剧情,悬疑,犯罪",2017-10-13大陆上映,"吉拉·马利戈尔,塔妮达·汉塔维瓦塔娜,帕辛·宽萨塔彭,育塔彭·瓦拉努科洛楚,披纳若·苏潘平佑,瓦苏红·皮娅罗姆娜,依莎亚·贺苏汪,茱蒂蒙·琼查容苏因,萨哈贾克·波斯安吉特,诺帕瓦特·里基特王,纳塔吾·彭皮里亚,查侬·散顶腾古,莎琳雷特·托马斯,坎嘉娜·维耐潘尼,塔内·瓦拉库努娄,王韦,伊戈·米基塔斯"
空天猎,31900,万,李晨,"动作,战争",2017-09-29大陆上映,"慕秋琰,王千源,郭旭新,王学圻,李佳航,张进,王军,赵达,王洪波,刘毅,吴秀波,范冰冰,白宇,邓超,李晨,叶浏,陈丹,张力,陆思宇,李庆誉,高岩,吕建民,郭洺宇,张禄禄,张诣文含,汉斯·季默,托马尔·奥兹,褚翔宇,陈翔宇,李晨浩"
银翼杀手2049,7696,万,丹尼斯·维伦纽瓦,"剧情,科幻,惊悚",2017-10-27大陆上映,"卡拉·朱里,Cynthia Sikes Yorkin,史蒂芬·P·韦格纳,保罗·兰伯特,巴德·约金,罗宾·怀特,爱德华·詹姆斯·奥莫斯,耶鲁·巴迪克,戴夫·巴蒂斯塔,斯戴芬·莫昌特,Zoltán Béres,哈里森·福特,约翰·约翰逊,伍德·哈里斯,Elarica Gallagher,罗杰·狄金斯,Konstantin Pál,Carl Rogers,迈克尔·格林,杰瑞德·莱托,Joshua Tersoo Allagh,马克·马基尼,Frank Giustra,大卫·本森,Ferenc Györgyi,Pál Nyári,Tim Gamble,巴克德·阿巴蒂,安娜·德·阿玛斯,克里斯塔·科索恩,汉普顿·范彻,乔·沃克,西娅姆·阿巴斯,瓦尔·希尔,坦尼亚·拉波因特,Loren Peta,André Lukács Molnár,本杰明·沃菲斯齐,理查德·R·胡佛,西尔维娅·侯克斯,雷德利·斯科特,马克·阿诺德,Stephen Triffitt,瑞恩·高斯林,安德鲁·科索夫,约翰·尼尔森,麦克·鲁斯,大卫·达斯马齐连,István Göz,Kincsö Sánta,丹尼斯·加斯纳,亚历山德拉·奎尔佐拉,Dana Belcastro,麦肯兹·戴维斯,格尔德·内泽,布罗德里克·约翰逊,道格·亨普希尔,薇尔玛·斯泽克斯,萨莉·哈姆森,苏茜·肯尼迪,Renée April,西奥·格林,Ryan Allen,汉斯·季默,连尼·詹姆斯,肖恩·杨,Bill Carraro,萨米尔·布朗,菲利普·迪克,托马斯·勒马尔奎斯"
昆塔：反转星球,5064,万,"李炼,狄菲菲","动画,科幻",2017-10-01大陆上映,"王肖兵,李炼,车轶群,吴磊,赵乾景,叶琪,杨丹,狄菲菲,郭易峰,李传缨,马华,吴帝岑,陶典,韩娇娇,高海清,李正翔,肖辉,刘祥彪,洪海天,梅晓庆"
我的爸爸是森林之王,5622,万,"本·斯塔森,杰里米·德格鲁森","喜剧,动画",2017-10-14大陆上映,"Jean-Stephane Garbe,孟令军,Sylvie Lacroix,凯尔·赫伯特,史蒂夫·克拉默,Sebastien Demeyere,Eric Dillens,乔·奥克曼,布洛迪·赫辛,Olivier Courson,辛达·亚当斯,乔治·巴比特,武洋,多米尼克·帕里斯,鲍勃·巴伦,尼古拉斯·玛吉,小巴里·D·巴克纳,尤里·洛文塔尔,Gladys Brookfield-Hampson,乔·托马斯,虞同伟,帕皮·福克纳,杰里米·德格鲁森,莱拉·贝尔津什,咪咪·梅纳德,莱克斯·朗,Luc Thomas,玛丽·德文,Gina Gallo,乔伊·卡门,泰伦斯·斯通,卡尔·布伦克尔,杨波,罗杰·克莱格·史密斯,纪艳芳,赵鑫,Caroline Van Iseghem,玛莉芙·赫林顿,柯克·桑顿,塔拉·普拉特,桑迪·福克斯,约翰尼·卫斯理,汤姆·布兰克,迈克尔·索里奇,大卫·埃普斯特恩,本·斯塔森,高寒,克里斯托弗·L·帕森,杰夫·道切特,Fabrice Delville"
钢铁飞龙之再见奥特曼,4099,万,王巍,"动画,动作,科幻",2017-10-01大陆上映,"侯勇,祖晴,金晨,金伟,曲哲明,罗云熙,汪铎,郝劭文,屈菁菁,大张伟,王巍,向佐"
常在你左右,4688,万,邱礼涛,"恐怖,惊悚,悬疑",2017-10-27大陆上映,"罗兰,麦振鸿,林雪,林家栋,林德信,倪文贤,雨侨,蔡卓妍,邱礼涛,林小强,佘诗曼,黄俊淇,唐文康,陈广鸿,杨丽,苑琼丹,古天乐,李静仪,余兴华,张智霖"
看不见的客人,17200,万,奥里奥尔·保罗,"犯罪,悬疑,惊悚",2017-09-15大陆上映,"马里奥·卡萨斯,费尔南多·贝拉斯克斯,何塞·科罗纳多,Eneko Lizarraga,帕科·图斯,弗兰塞斯克·奥雷利亚,奥里奥尔·保罗,Eva Leira,Alex Villagrasa,马内尔·杜维索,Jaume Martí,克里斯蒂安·巴伦西亚,Núria Valls,Mercedes Gamero,安妮可·韦尔茨,圣·耶拉莫斯,Daniela Forn,Idoia Esteban,贝茜·特内兹,鲍比·冈萨雷斯,大卫·塞尔瓦斯,阿德里安·格拉,Xavi Giménez,玛蒂娜·乌尔塔多,Mikel Lejarza,布兰卡·马丁内斯,Baltasar Gallart,阿娜·瓦格纳,伊尼戈·加斯特西,芭芭拉·蓝妮,Sandra Hermida,霍尔迪·布鲁内特,佩雷·布拉索,Ruth Llopis"
猩球崛起3：终极之战,74000,万,马特·里夫斯,"剧情,动作,科幻",2017-09-15大陆上映,"马特·里夫斯,泰瑞·诺塔里,德文·达尔顿,迪恩·莱德曼,皮埃尔·布尔,比利·威克曼,丹尼尔·巴雷特,列维·米登,查德·洛克,劳洛·查坦德,迪伦·克拉克,朱迪·格雷尔,迈克·吉亚奇诺,卡琳·考诺娃,乔·莱特瑞,Kent R. Karemaker,泰·奥尔森,莎拉·坎宁,史蒂夫·茨恩,马克斯·洛伊德-琼斯,詹姆斯·皮齐纳托,里克·杰法,梅赛德斯·德拉泽尔达,乔尔·惠斯特,杰夫·奎卡,马克·鲍姆贝克,阿莱克斯·潘诺维奇,安德斯·朗格兰斯,安迪·瑟金斯,托比·凯贝尔,丹·赖蒙,迈克尔·亚当思韦特,Steve Baran,加布里埃尔·查瓦里亚,蒂莫西·韦伯,亚历桑德罗·朱利安尼,彼得·切宁,伍迪·哈里森,Ryan Allen,罗杰·R.克劳斯,阿曼达·斯尔沃,阿米尔·米勒,威廉·霍伊"
战狼2,568300,万,吴京,"动作,战争",2017-07-27大陆上映,"奥斯汀·普里斯特,勃小龙,吴燕,特雷弗·琼斯,李景文,约瑟夫·特雷帕尼斯,丁亮,杜建桥,秀一,丁海峰,刘开珞,关海龙,刘毅,敖志君,孙文杰,吴京,弗兰克·格里罗,黄伟亮,俞白眉,高岩,吕建民,蒋德富,曾茂军,克莱·方特诺特,杨伟东,庄小龙,于谦,隋玉刚,张彦,高明,张馨月,吴刚,陈静,董群,张永达,山姆·哈格雷夫,王森,保罗·艾力卡,颜开裕,苇青,李镇男,曲吉小江,武尧,宋歌,周冠廷,石兆琪,艾伦·托尼,梁仁红,张嘉辉,肯尼迪,肖迪,余男,希尔维斯塔·斯图尔特,赵海城,赛尔·哈里斯,薛继军,喜利图,陈永雄,王超,张翰,卢靖姗,刘红焰,鲍晓曦,嵇道青,成丽,喇培康,刘腾远,王立刚,奥列格·普鲁迪乌斯,程愫,邓浩,张苗,冯郇,李洋,蔡明凯,朱昊,海蒂·莫尼梅克,崔洁,梁颖,黛安娜·希拉,徐子泉,郭秋成,安·詹姆斯,孙率航,赵建军,江平,许志湧,丹尼尔·哈格里夫,郑剑锋,韩璐,凌红,陈庆奕,安妮塔·斯图尔特,于冬,淳于珊珊,陈云志"
情遇曼哈顿,1355,万,李巨源,"喜剧,爱情",2017-10-13大陆上映,"郑剑锋,李巨源,张家振,高以翔,宋晓军,李晔,武尧,王丽坤,Johanna Putnam,肖迪,王传君,李媛,高世章,丁亮,Naren Weiss"
极致追击,1762,万,查尔斯·马丁,"动作,犯罪,冒险",2017-09-30大陆上映,"陈健,梁静,英达,李昭桦,韩薇,任达华,昆凌,詹姆斯·休斯,蒂姆·科尔,凯文·伯恩哈特,菲利普·劳登巴赫,熊黛林,易正福,常戎,王若溪,雅克·斯特罗维斯,释彦能,苏珊·雅各布,范文锐,马克·基利恩,吴磊,王浩宇,白梓轩,奥兰多·布鲁姆,朱汉英"
怨灵2,1149,万,李勇昌,"恐怖,惊悚,悬疑",2017-10-12大陆上映,"许康文,拿督斯里郑水兴,陈立谦,苏查拉·玛娜英,徐音妙甜,卢洋,钱燕军,明秋成,托拉瓦,Traithep Wongpaiboon,特莱瓦·卢杰他同,李川,宋词,钟瑾桦,巫恩仪,陈圆,倪慕斯"
蜘蛛侠：英雄归来,77400,万,乔·沃茨,"动作,冒险,科幻",2017-09-08大陆上映,"迈克尔·基顿,赞达亚·科尔曼,韦恩·佩雷,凯瑞·康顿,雅各·巴塔伦,斯坦·李,迈克尔·曼多,加里·维克斯,Robert C. Rhodes,凯文·费奇,詹妮弗·康纳利,艾里克斯·库兹曼,玛丽莎·托梅,安格瑞·赖斯,迈尔斯·安德森,罗伯托·奥奇,米歇尔·费斯切拉,鲍勃·阿德里安,迈克·吉亚奇诺,利亚姆·恰佩克,乔娜·肖,迈克尔·巴尔别里,肯尼斯·崔,约翰·弗朗西斯·戴利,埃里克·萨默斯,克里斯·西尔科克,唐纳德·格洛弗,Beatriz Sequeira,迈克尔·切鲁斯,史蒂夫·迪特寇,J·J·托塔,泰伦·伍德利,马丁·斯塔尔,小罗伯特·唐尼,托尼·雷沃罗利,林童,小豪尔赫·兰登伯格,泰恩·黛莉,扎克·切利,赫米基·马德拉,玛莎·凯莉,马修·托马齐,博基姆·伍德拜因,桑德拉·詹姆斯,艾米·希尔,Ethan Dizon,加里·理查德森,迈尔斯·穆森登,阿维·阿拉德,阿德里安·法维拉,Daniel J. Pastor,杰夫·奎卡,乔恩·费儒,文斯·福斯特,安迪·鲍沃斯,乔纳森·M·戈尔茨坦,杰夫·皮克纳,丹尼尔·萨迪克,汤姆·赫兰德,蒂凡尼·埃斯佩森,戴维·格拉布,Eric Hauserman Carroll,伊万·雅格布斯,亚伯拉罕·阿塔哈,格温妮斯·帕特洛,约翰尼·塞雷,汉尼拔·布勒斯,克里斯·埃文斯,艾米·帕斯卡尔,劳拉·哈里尔,杰克·科比,Ryan Allen,伊莎贝拉·阿玛拉,塞勒妮丝·雷瓦,嘉丝莉·毕薇斯,克里斯托弗·贝瑞,罗根·马歇尔-格林,Tunde Adebimpe,Wayne burley,洛伦佐·詹姆斯·亨里"
敦刻尔克,33900,万,克里斯托弗·诺兰,"剧情,战争,历史",2017-09-01大陆上映,"基里安·墨菲,Harry Collett,加里·费迪斯,汤姆·哈迪,李·阿姆斯特朗,Jack Gover,内森·克劳利,理查德·金,Calam Lynch,艾略特·提特恩索,Callum Blake,Niels van &#x27;t Dek,米歇尔·贝尔,杰克·劳登,马修·马什,詹姆斯·布鲁尔,威尔·阿滕伯勒,约翰尼·奥托,Sander Huisman,巴比·洛克伍德,布莱德利·豪尔,比利·豪尔,理查德·桑德森,Jedediah Jenk,Nat Shervington,阿奈林·巴纳德,迈克尔·凯恩,艾玛·托马斯,Olav Vollebregt,Constantin Balsan,Dennis Eleveld,Davey Jones,Adam Long,迈克尔·福克斯,Mikey Collins,Nirman Wolf,Simon Ates,哈里·斯泰尔斯,布莱恩·威纳尔,查理·帕尔默·罗斯韦尔,克里斯托弗·诺兰,Thomas Millet,詹姆斯·达西,格雷格·兰达克,Crystal Pereyra,马克·温加滕,凯文·格思里,Jack Riddiford,初钰斐,菲恩·怀特海德,巴里·基奥根,Jochum ten Haaf,霍伊特·范·霍特玛,哈利·理查森,Luke Thompson,比尔·米尔纳,Jan-Michael Rosner,李·史密斯,Michiel van Ieperen,约翰·诺兰,杰克·卡特莫尔-斯科特,Nick Vorsselman,Connor Ryan,加里·利佐,Christian Roberts,达米安·勃纳尔,Tom Gill,汉斯·季默,Paul Riley Fox,金·哈特曼,Jago North,米兰达·诺兰,Christian Janner,Robby Prinsen,Bram Vlot,Merlijn Willemsen,Piers Stubbs,Aldo Beqiri,Han Leopold,马克·里朗斯,肯尼思·布拉纳,Caleb Bailey,Brandon Duracher,汤姆·格林-卡尼,Samgar Jacobs,William Attenborough,Valiant Michael"
王牌保镖,13900,万,"帕特里克·休斯,杰夫·瓦德洛","喜剧,动作,犯罪",2017-09-22大陆上映,"塞缪尔·杰克逊,理查德·E·格兰特,艾特利·奥瓦逊,Jules O&#x27;Loughlin,巴里·阿茨玛,Russell De Rozario,题目·布雷克,伯纳多·桑托斯,奥利·普费弗,马克·吉尔,Stephanie Collie,艾比·侯斯,山姆·哈兹尔丁,Claire Nia Richards,艾洛蒂·袁,克里斯蒂·米切尔,瑞安·雷诺兹,乔蕾·科斯,加里·奥德曼,Karl Farrer,萨尔玛·海耶克,约瑟芬·德·拉·波美,乔昆姆·德·阿尔梅达,米哈伊尔·戈尔沃伊,杰夫·瓦德洛,克里斯蒂娜·坎贝尔,Phil Booth,大卫·埃里森,杰克·罗伯茨,汤姆·奥康纳,Halima Nagori,Veselina Haralanova"
银魂 真人版,8143,万,福田雄一,"剧情,喜剧,科幻",2017-09-01大陆上映,"小林真吾,山田孝之,空知英秋,易小星,中村勘九郎,柳乐优弥,初钰斐,早见明里,夏木真理,福田雄一,长泽雅美,新井浩文,横山裕,堂本刚,佐藤二朗,冈田将生,白客,菅田将晖,菜菜绪,安田显,吉泽亮,室毅,小栗旬,山口智充,桥本环奈"
星际特工：千星之城,40900,万,吕克·贝松,"动作,冒险,科幻",2017-08-25大陆上映,"Jean-François Lenogue,Judith Brunett,伊桑·霍克,乔纳斯·布洛凯,皮埃尔·克里斯汀,Emilie Livingston,Reginal Kudiwu,Sija Titko,Yun Lai,埃里克·罗尚,Alain Etoundi,亚历山大·维尧姆,约夫·摩尔,Eric Lampaert,吴亦凡,鲁特格尔·哈尔,泽维尔·吉亚诺利,David Saada,艾梅琳·瓦拉德,Robbie Rist,Yannick Lorté,Julien Bleitrach,Jean-Robert Lombard,Velvet,Leonid Glushchenko,罗比恩·蕾哈娜·芬缇,Cindy Bruna,赫比·汉考克,Mahamadou Coulibaly,Tania Dessources,Jean-Christophe Brizard,马修·卡索维茨,克里夫·欧文,Marion Roussignol,François Bredon,Roman Blomme,David Clark,保利妮·霍劳,Andrew Tisba,Pierre Cachia,Maximilien Seweryn,史特凡·柯纳斯克,萨莎·露丝,Diva Cam,Irene Palko,Ben Mauro,Yvan Lucker,Marilhéa Peillard,伯努瓦·雅克,塞德里克·舍瓦姆,Mikael Buxton,卡拉·迪瓦伊,Anders Heinrichsen,加文·德里,Étienne Ménard,Lee Delong,Sand Van Roy,阿贝尔·贾弗里,Aguendia Fotabong,Pier Ewudu,Stéphane Mir,Peter Lamarque,奥雷利恩·戈雅,Chloe Hollings,Thierry Barthe,Daphnée Kbidi,Peter Eberst,热拉尔·克瓦兹克,道格·兰德,山姆·道格拉斯,电电,阿贝尔·贾夫里,彼得·哈德森,Tristan Robin,Yun-Ping He,奥拉·拉佩斯,Emilie Pommelet,刘歌,Philippe Rigot,让-克劳德·梅济耶尔,Pauline Serreau,Akim Chir,Staiv Gentis,Patrick Cottet-Moine,辛迪·布鲁纳,Julien Marlin,Laminé Ba,伊丽莎白·德比茨基,Laurent Ferraro,奥利维尔·米加顿,Fayet Nsumoto,亚历山大·德斯普拉,Sylviane Duparc,Paul Lefevre,Guillaume Maison,Tom Hygreck,Kristina Kachinskaya,戴恩·德哈恩,约翰·古德曼,Nick Marzock,詹姆斯·弗林,路易斯·莱特里尔,Tonio Descanvelle,萨姆·斯普卢尔,吕克·贝松,阿兰·夏巴"
刀剑神域：序列之争,5392,万,伊藤智彦,"动画,动作,冒险",2017-09-15大陆上映,"小柳达也,安元洋贵,梶浦由记,川原砾,泽城美雪,平田广明,户松遥,伊藤加奈惠,日高里菜,山寺宏一,张树彬,松冈祯丞,竹达彩奈,高垣彩阳"
声之形,4454,万,山田尚子,"剧情,爱情,动画",2017-09-08大陆上映,"Mutsuo Shinohara,丰永利行,潘惠美,小野贤章,刘祥彪,悠木碧,Noriyuki Kitanohara,早见沙织,Kensuke Ushio,重村建吾,Kazuya Takao,门胁未来,中川翔子,大今良时,山寺宏一,Taichi Ishidate,河浪荣作,石川由依,松冈茉优,吉田玲子,金子有希,入野自由"
杀破狼·贪狼,52200,万,叶伟信,"剧情,动作,犯罪",2017-08-17大陆上映,"袁浩杨,蔡家元,黄海,Oak Keerati,Siraphun Wattanajinda,乔治,郑雪儿,魏国庆,郑保瑞,Jitladda Rungrojaree,曾景祥,邓丽欣,Jirapat Phanngoen,张贵博,蔡洁,林家栋,刘开珞,卢惠光,克里斯·柯林斯,吴樾,托尼·贾,古天乐,黄柏高,洪金宝,卓亦谦,Puchong Sartnok,张英华,宋淑鑫,陈汉娜,叶伟信,Sompob Benjathikul,Manop Vanasinsathapron,曾咏汶,林晓彤,Maethi Thapthimthong,斯拉潘·瓦塔纳金达,Charlie Ruedpokanon,郑思琳,林志勇,谢忠道,范春生,梁礼彦,Yothin Udomsanti,于冬,李耀强,胡子维,维他亚·潘斯林加姆,王凯"
黑白迷宫,3317,万,阚家伟,"剧情,动作,犯罪",2017-09-01大陆上映,"桂晶晶,陈小春,张兆辉,昱霖,林雪,唐紫睿,魏炜,李子雄,邱意浓,梁烈唯,黄德斌,任达华,叶相明,仲欢周,陈晋,刘兆铭,王晶,伍允龙"
赛车总动员3：极速挑战,13700,万,布莱恩·菲,"喜剧,动画,冒险",2017-08-25大陆上映,"邦尼·亨特,本·奎因,小伊塞亚·维特洛克,保罗·纽曼,克里斯黛拉·阿朗索,凯丽·华盛顿,黄磊,张艺兴,玛格·马丁戴尔,丹尼尔·吉尔森,兰迪·纽曼,雷·马格利奥齐,王牌接线员拉里,托尼·夏尔赫布,克里斯·库珀,约翰·拉塞特,布莱恩·菲,保罗·杜利,切奇·马林,迈克·里奇,鲍勃·科斯塔斯,内森·菲利安,基尔·默里,凯瑟琳·海蒙德,伊尔·波戴尔,丽亚·德拉利亚,鲍勃·彼德森,艾米·汉莫,欧文·威尔逊,乔纳森·E·斯图尔特,达雷尔·沃尔特里普"
请把你的窗户打开,1514,万,江流,"剧情,家庭",2016-01-22大陆上映,"江流,唐精蓉,幺依田,林华秀,刘一辰,胡玺龙,董震,杨心仪,段游"
心理罪,30400,万,谢东燊,"动作,悬疑,犯罪",2017-08-11大陆上映,"徐承憶,李一情,李力,蔡鹭,李彦龙,范湉湉,李昭,谢东燊,李治允,易扬,刁玉清,沈在元,申亚东,陈肃,张国柱,曹晨,许刚,肖迪,曹亚飞,顾小白,李纯,郑志昊,张彤,鱼洁,王杨,王莲箐,丁亮,刘山峰,马双,石震子,刘英剑,张雯,周帅,张庆,瀔雨,张金岩,肖宁,李凯,李易峰,全秀娥,高宇,吕姝欣,孙敏,王艳,李全胜,孙景良,赵婉瑜,魏翔,曲吉小江,谢君豪,雷米,康利,马晔,武尧,彭祎宇,曾茂军,卢芸,廖凡,蒋德福,郑剑锋,杨东,彭阎,金伟,张珍,杨涛,封佳奇,黄子燕,刘玉浦,张家辉,李东峻,张昭,黄曙明,万茜,石磊,李鹊岚,龙莜竹,王建军,虞朗,韩焜,任雅静"
三生三世十里桃花,53400,万,"赵小丁,安东尼·拉默里纳拉","爱情,奇幻,古装",2017-08-03大陆上映,"董文腾,张少川,崔志超,罗晋,李晗,赵剑桥,何贵光,安东尼·拉默里纳拉,陈星旭,高可,李纯,陈佩斯,张亚亮,陶经,赵文浩,张亮,秦雪,顾璇,赵小丁,刘开珞,刘若班,李晓亮,张雅钦,唐七,彭子苏,张冉怡,高琛,赵力,李东恒,夏天尘,劳伦斯·许,许宏宇,薛瑶,许建树,黄天元,刘晗,谢天翔,马悦,杨洋,刘亦菲,萨支磊,于轩鸿灏,刘山,隋玉刚,赵健博,塔拉,麦灵,张靓颖,严屹宽,王羽铮,霍尊,张一白,张贺茗"
侠盗联盟,23700,万,冯德伦,"动作,冒险,犯罪",2017-08-11大陆上映,"让·雷诺,杨祐宁,刘德华,张志光,罗耀辉,游天翼,戴维·鲍尔斯,埃里克达考斯塔,张家振,姜伟,冯德伦,曾志伟,丹尼尔达顿斯沃博达,王浩宇,张静初,黄小庄,林安儿,舒淇,哈智超,沙溢,张益群"
二十二,17000,万,郭柯,纪录片,2017-08-14大陆上映,"张先兔,黄有良,陈亚扁,廖庆松,阿沃·帕特,李美金,陈妍希,李爱连,毛银梅,罗善学,何玉珍,郝菊香,刘风孩,符美菊,陈伟雄,王志凤,任兰娥,韦绍兰,蔡涛,苏智良,符桂英,康伟东,丁业恒,李凤云,赵兰英,骈焕英,陈连村,刘改连,曹黑毛,李秀梅,林爱兰,郭柯"
建军大业,40300,万,刘伟强,"剧情,历史",2017-07-27大陆上映,"欧豪,马国志,马天宇,王昭,霍建华,杨祐宁,包贝尔,陈光荣,曲少石,乔治,宋洋,郑元畅,王鑫,黄志忠,袁文康,黄建新,赵宁宇,张涵予,佟瑞欣,田牧宸,释小龙,陈伟霆,安泳畅,于和伟,黄宏达,张艺兴,董子健,张宥浩,宋佳,余少群,古典,马浴柯,李易峰,白宇,谢伊文,刘昊然,吴樾,王挺,周冬雨,张建亚,马伊琍,董哲,鹿晗,刘烨,王景春,余皑磊,马驰,杨大鹏,李岷城,冯远文,梁大维,逄艺溪,白客,韩庚,刘循子墨,张天爱,保剑锋,王庆祥,郑剑锋,王浩宇,朱亚文,冯文娟,郭晓东,李现,黄尚禾,葛剑光,关晓彤,小爱,陈赫,叶筱玮,赵晟然,于冬,刘伟强,韩三平,范春生,周一围,陈晓,李沁,王凯,赵岩松"
十万个冷笑话2,13300,万,"卢恒宇,李姝洁","喜剧,动画,奇幻",2017-08-18大陆上映,"陈洪伟,李璐,隋佳林,阿杰,徐浩,杨璐,图特哈蒙,肖迪,刘明月,丁亮,鱼洁,董志凌,张进,山新,周靖淇,九孔,瞳音,赵聪,李姝洁,常蓉珊,张伟东,李明慧,李凯,陈德荣,于志博,陈伟洪,乔雷,藤新,王谢波,何宇,郭盛,林美福,武尧,顾培欣,寒舞,蒋德富,曾茂军,杨天翔,高莉,皇贞季,高信影,郑剑锋,李佳怡,程武,阎么么,林强,佟绍宗,宝木中阳,郝翔海,李晔,商丹,赵铭洲,郭炜华,蔡天楠,邢凯新,佟心竹,卢恒宇"
鲛珠传,11300,万,杨磊,"喜剧,动作,奇幻",2017-08-11大陆上映,"赵燕红,张炭,藤原育郎,任仲伦,王迅,杨青竹,王宇,任达华,杨磊,陆贝珂,肖迪,张钟玮,何穗,柳扬,昱霖,周杰伦,赵健,陈嘉上,刘俊孝,樊少皇,蒋璐霞,谷轩昭,梁婷婷,林建岳,盛冠森,陈喆伦,吴了了,释彦能,胡兵,黄岳泰,武尧,彭祎宇,杨乾龙,张天爱,麦国强,徐照青,樊斐斐,法志远,周一围,杜奕衡,马云超,王大陆"
极盗车神,10800,万,埃德加·赖特,"爱情,动作,犯罪",2017-08-25大陆上映,"米迦·霍华德,CJ·琼斯,Morse Diggs,莉莉·詹姆斯,哈德森·米克,凯文·史派西,史蒂文·普莱斯,安塞尔·艾尔高特,杰米·福克斯,保罗·马奇利斯,艾莎·冈萨雷斯,兰尼·琼,杰夫·蔡斯,乔纳森·阿莫斯,薇薇安娜·查维斯,乔恩·哈姆,维布尔·弗利茨杰拉德,朱利安·斯莱特,本·范德梅,兰斯·帕默,弗利,比尔·波普,帕特里克·R·沃克,克莱·方特诺特,埃德加·赖特,乔·博恩瑟,斯凯·费雷拉,R·马科斯·泰勒,Brigitte Kali,保罗·威廉姆斯,摩根·布朗,哈尔·怀特塞德,大冯波"
赛尔号大电影6：圣者无敌,10800,万,王章俊,"喜剧,动画,冒险",2017-08-18大陆上映,"邓磊,罗玉婷,李晔,孙晔,翟巍,王章俊,徐刚,王晓彤,符冲"
破·局,6465,万,连奕琦,"动作,犯罪",2017-08-17大陆上映,"于尚民,胡城,余皑磊,杨宇农,何许人,康利,王千源,李栋全,郭富城,郑凯,金成勋,黄志明,彭祎宇,刘涛,周桦宸,郑志昊,冯嘉怡,孙伟"
龙之战,6535,万,高峰,"动作,战争,历史",2017-08-04大陆上映,"罗云琦,范志博,董新月,刘佩琦,唐科,董瑞峰,岳扬,李建军,成龙,李子雄,林丽宁,曹云金,曹寅,Shaune 尚 迪奥普,高小阳,修庆,陈文贵,罗昱焜,邢原平"
